gap_id,registry_id,target_group,required_ctest_labels,evidence_artifacts,implementation_refs_required,closure_rule,status
SB-PUBLIC-GAP-0017,SB-SPEC-IMPLEMENTATION-0045,catalog_closure,catalog_wire_metadata_gate,artifacts/CATALOG_PHYSICAL_INDEX_PROFILE.md,project/src/engine/internal_api/catalog;project/drivers,Driver metadata is derived from descriptor UUID authority and does not leak forbidden UUIDs,implemented_in_full
SB-PUBLIC-GAP-0018,SB-SPEC-IMPLEMENTATION-0046,catalog_closure,catalog_diagnostic_vector_gate,public_contract_snapshot,project/src/engine/internal_api/diagnostics;project/src/engine/internal_api/catalog,Catalog invalid states emit stable diagnostics,implemented_in_full
SB-PUBLIC-GAP-0026,SB-SPEC-IMPLEMENTATION-0054,constraints_keys,constraint_catalog_descriptor_gate;constraint_ddl_gate;constraint_dml_enforcement_gate;constraint_transaction_visibility_gate;constraint_diagnostic_gate;constraint_index_dependency_gate,artifacts/CONSTRAINT_INDEX_DEPENDENCY_POLICY.md,project/src/core/catalog;project/src/engine/executor;project/src/parsers/sbsql_worker,Constraints and keys enforce through catalog authority and MGA transaction visibility,implemented_in_full
SB-PUBLIC-GAP-0002,SB-SPEC-IMPLEMENTATION-0013,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;mga_checkpoint_generation_gate;backup_restore_manifest_proof_gate;mga_delta_coverage_gate;pitr_rollforward_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/PERSISTENT_FORMAT_MIGRATION_POLICY.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/transaction/mga;project/src/engine/internal_api/backup_archive,MGA archive backup delta and PITR are derived evidence streams and never recovery authority outside MGA,implemented_in_full
SB-PUBLIC-GAP-0025,SB-SPEC-IMPLEMENTATION-0053,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;backup_restore_manifest_proof_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/PERSISTENT_FORMAT_MIGRATION_POLICY.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/engine/internal_api/backup_archive;project/drivers/tool/cli,Backup and restore manifests include coverage checksum signature key-lineage and timeline proof,implemented_in_full
SB-PUBLIC-GAP-0027,SB-SPEC-IMPLEMENTATION-0056,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;mga_checkpoint_generation_gate;mga_recovery_idempotency_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/transaction/mga;project/src/storage/database,Checkpoint recovery and cleanup integrate with transaction inventory and page state,implemented_in_full
SB-PUBLIC-GAP-0028,SB-SPEC-IMPLEMENTATION-0057,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;mga_delta_coverage_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/PERSISTENT_FORMAT_MIGRATION_POLICY.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/engine/internal_api/backup_archive,Delta package and apply validate contiguous non-authoritative coverage,implemented_in_full
SB-PUBLIC-GAP-0029,SB-SPEC-IMPLEMENTATION-0058,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;pitr_rollforward_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/PERSISTENT_FORMAT_MIGRATION_POLICY.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/core/agents/agents/pitr_manager.cpp;project/src/engine/internal_api/backup_archive,PITR target selection validates coverage and replays deterministically,implemented_in_full
SB-PUBLIC-GAP-0030,SB-SPEC-IMPLEMENTATION-0059,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;mga_dirty_manifest_emission_gate;mga_recovery_idempotency_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/storage/database/database_dirty_manifest.cpp,Dirty manifest is emitted hashed persisted and consumed by recovery,implemented_in_full
SB-PUBLIC-GAP-0035,SB-SPEC-IMPLEMENTATION-0066,mga_recovery_backup_pitr,mga_recovery_proof_model_gate;page_durability_ordering_gate,artifacts/MGA_RECOVERY_PROOF_MODEL.md;artifacts/PERSISTENT_FORMAT_MIGRATION_POLICY.md;artifacts/FAULT_INJECTION_MATRIX.csv,project/src/storage/page;project/src/storage/disk,MGA visibility publication follows durability fences and allocation maps never point at non-durable pages,implemented_in_full
