slice_id,phase,title,status,owner,outputs,acceptance
DSR-010,P1,Driver core contract closure,completed,spec_registry_agent,public_contract_snapshot,Driver discovery config auth transaction metadata diagnostics streaming pooling conformance and release evidence specs cite registry rows
DSR-011,P1,Native wire session management authority,completed,wire_spec_agent,public_contract_snapshot,STARTUP connect kv ReadyForQuery ParameterStatus ServerInfo Ping Pong ResetSession Reauth Cancel Disconnect state notifications timeouts keepalive and trace context are byte specified
DSR-012,P1,Connect key registry,completed,wire_spec_agent,public_contract_snapshot,Every DSN connect-time key required by D2 D5 D22 D24 has type default redaction and server propagation rules
DSR-013,P1,Auth method and provider registry reconciliation,completed,security_agent,public_contract_snapshot;public_contract_snapshot,All code-visible and driver-required auth methods/providers have method ids provider ids support state verifier boundary and fail-closed status
DSR-014,P1,Parameter result and type wire authority,completed,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,ParameterDataPacket ParameterDescription RowDescription metadata bitmap and CanonicalTypeId wire byte layouts are authoritative
DSR-015,P1,Execution envelope authority,completed,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,MultiResultEnvelope generated keys OUT INOUT batch pipeline array-bind bulk reject LOB locator cursor and copy behavior are specified
DSR-016,P1,Cancel diagnostics and observability authority,completed,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,Cancel SQLSTATE 57014 timeout/network distinctions parameter redaction map and W3C trace context are specified
DSR-017,P1,SBLR API operation matrix back-port,completed,spec_registry_agent,public_contract_snapshot;public_contract_snapshot,All implemented SBLR_API_OPERATION_MATRIX operation ids have spec authority and noncluster/cluster scope status
DSR-018,P1,Protocol version and feature negotiation skew matrix,completed,wire_spec_agent,public_contract_snapshot;artifacts/PROTOCOL_VERSION_SKEW_MATRIX.md,Old/new client/server version feature-bit extension downgrade and refusal behavior are specified and testable
DSR-019,P1,Deterministic refusal and temporary unsupported matrix,completed,spec_registry_agent,artifacts/DETERMINISTIC_REFUSAL_MATRIX.md;public_contract_snapshot,Unsupported guarded conditional and not-applicable rows have exact diagnostics SQLSTATE finality and route behavior
DSR-020,P2,Manager listener implementation reconciliation,completed,wire_impl_agent,project/src/manager;project/src/listener;project/src/parsers,Code-visible MCP/SBWP/session behavior matches specs or is guarded/refused
DSR-021,P2,Native wire implementation reconciliation,completed,wire_impl_agent,project/src/parsers;project/src/server;project/src/ipc,Reset reauth cancel ping parameter/result multi-result batch array-bind LOB notification trace and charset/timezone paths match specs
DSR-022,P2,Security implementation reconciliation,completed,security_agent,project/src/engine/internal_api/security;project/src/server,Auth providers methods PEER OS evidence token rotation channel binding MFA redaction and policy match specs and fail closed otherwise
DSR-023,P2,Datatype metadata implementation reconciliation,completed,datatype_metadata_agent,project/src/core/datatypes;project/src/parsers;project/src/server,Wire type encodings row/parameter metadata flags and catalog metadata satisfy D8 D9 D13 D22
DSR-024,P2,MGA transaction driver behavior reconciliation,completed,wire_impl_agent,project/src/server;project/drivers;project/tests/mga_transaction_regression,Autocommit reset reconnect cancel pooling savepoint XA limbo dormant reattach and no hidden retry behavior match MGA specs
DSR-025,P2,Wire auth driver fuzz and fault injection matrix,completed,wire_impl_agent,artifacts/FUZZ_FAULT_INJECTION_MATRIX.md;project/tests,Malformed frames oversized payloads duplicate keys auth replay TLS downgrade and state races fail closed without MGA drift
DSR-030,P3,Driver lane row-status manifests,completed,driver_lane_agent,public_contract_snapshot*-checklist-status.yaml,Every driver lane has machine-readable D/A row status evidence and N/A citations
DSR-031,P3,Adapter row-status manifests,completed,driver_lane_agent,public_contract_snapshot*-checklist-status.yaml,Every adapter has machine-readable A row status evidence and pass/fail route
DSR-032,P3,Driver/adaptor/tool CTest integration,completed,driver_lane_agent,project/drivers;project/tests,Ctest fails if required checklist row is missing stale undocumented or unproven
DSR-033,P3,Packaging distribution and reproducibility evidence,completed,driver_lane_agent,artifacts/PACKAGING_DISTRIBUTION_EVIDENCE_MODEL.md;project/drivers,Every driver adapter and tool lane proves package metadata signing SBOM install smoke and build-artifact isolation
DSR-040,P4,Server verification packet execution,completed,verification_agent,project/drivers;project/tests,Every claimed lane executes live server verification packet through declared route and auth policy
DSR-041,P4,Full-route regression and benchmark evidence,completed,verification_agent,project/tests;project/drivers,Client/driver/tool to SBWP/TLS or IPC to listener/parser/server/engine route passes and benchmark exercises real route
DSR-042,P4,Implementation-ahead zero-grey gate,completed,verification_agent,project/tools/sb_public_spec_zero_grey_gate,Gate fails when implementation-visible driver behavior lacks spec authority
DSR-043,P4,Performance budget and benchmark threshold gate,completed,verification_agent,artifacts/PERFORMANCE_BUDGET_GATE.md;project/tests;project/drivers,Real-route benchmark thresholds are defined and regressions fail CTest
DSR-044,P4,Documentation and sample application verification gate,completed,driver_lane_agent,artifacts/DOCUMENTATION_SAMPLE_APP_GATE.md;project/drivers;docs,Driver DSN auth TLS diagnostics and adapter sample apps are executable and cited by release evidence
DSR-045,P4,Reference-driver compatibility route gate,completed,verification_agent,artifacts/REFERENCE_DRIVER_COMPATIBILITY_ROUTE_GATE.md;project/tests,Reference compatibility lanes run through admitted driver/wire/listener/parser/server/engine route not parser-only shortcuts
DSR-050,P5,Inventory and release declaration sync,completed,coordinator,public_audit_summary;public_audit_summary,Inventory and public registry reflect driver/server spec implementation closure honestly
DSR-051,P5,Final audit and closure report,completed,coordinator,FINAL_AUDIT.md;CLOSURE_REPORT.md,All DSR acceptance gates pass and remaining public driver gaps are explicitly listed if any
DSR-052,P5,Machine-readable release declaration generator,completed,verification_agent,artifacts/RELEASE_DECLARATION_GENERATOR_MODEL.md;public_audit_summary,Release declaration lists supported fail_closed conditional_n/a and not_implemented for every checklist row and lane
